constellation,environment,elevation_deg,cn0_dbhz,num_satellites,pdop,position_error_m,multipath_index
Galileo,Urban Canyon,20.03,39.34,8,4.482,4.8857,0.6892
GPS,Urban Canyon,33.01,29.08,6,2.701,5.0808,0.5587
Galileo,Urban Canyon,11.18,32.81,7,6.157,5.8646,0.6167
GLONASS,Urban Canyon,18.41,37.28,4,2.889,5.0277,0.4932
Galileo,Open Sky,45.58,48.24,5,1.322,1.4492,0.1343
GPS,Urban Canyon,15.68,27.7,7,2.827,5.3569,0.3483
BeiDou,Urban Canyon,51.37,40.08,8,3.564,3.1292,0.7304
GPS,Urban Canyon,32.25,28.59,8,2.282,4.9151,0.747
GLONASS,Urban Canyon,5.0,40.5,5,3.67,4.3585,0.5088
Galileo,Urban Canyon,36.98,34.91,7,8.0,5.88,0.8662
GLONASS,Open Sky,58.84,42.19,7,1.355,3.0537,0.1077
GPS,Open Sky,29.02,40.47,11,1.286,2.6067,0.2345
GPS,Urban Canyon,21.81,34.48,7,3.55,5.6223,0.9439
Galileo,Urban Canyon,38.72,21.22,7,4.308,6.0151,0.5564
GPS,Urban Canyon,23.22,35.41,9,3.694,5.3774,0.4097
GPS,Open Sky,36.12,41.73,11,2.361,0.2406,0.1587
GLONASS,Open Sky,30.5,43.51,12,1.872,0.6235,0.1373
BeiDou,Urban Canyon,21.47,38.32,5,4.87,5.0561,0.4612
GPS,Urban Canyon,11.83,35.57,7,3.456,3.4419,0.5955
BeiDou,Open Sky,31.61,41.8,11,1.771,0.9644,0.1096
GLONASS,Urban Canyon,37.52,27.35,8,2.178,5.6361,0.556
BeiDou,Open Sky,37.03,46.13,12,1.0,0.3877,0.0996
GLONASS,Open Sky,78.79,47.39,11,1.307,3.5495,0.241
GLONASS,Open Sky,51.3,39.45,10,1.825,1.5876,0.1677
Galileo,Open Sky,45.03,43.77,6,1.451,0.1,0.2807
GLONASS,Open Sky,34.39,46.01,9,2.088,1.5197,0.1602
BeiDou,Urban Canyon,23.71,40.23,7,3.52,6.1995,0.7729
GPS,Urban Canyon,13.46,37.91,9,1.864,2.9047,0.3428
GPS,Urban Canyon,42.93,38.86,8,2.094,3.8989,0.6247
GPS,Open Sky,47.07,43.79,10,3.159,1.7403,0.069
BeiDou,Open Sky,40.39,50.21,13,2.203,2.4681,0.0968
Galileo,Open Sky,49.8,43.41,9,2.204,2.4142,0.0959
GLONASS,Urban Canyon,49.24,36.64,9,3.983,3.4515,0.4263
BeiDou,Open Sky,66.61,45.0,10,1.441,1.0645,0.4688
BeiDou,Urban Canyon,44.65,29.82,8,5.975,5.6774,0.7345
GPS,Urban Canyon,24.76,34.21,4,4.864,6.0827,0.7152
GLONASS,Urban Canyon,31.05,33.43,5,3.136,5.0082,0.8219
BeiDou,Open Sky,50.01,36.55,9,1.317,0.7802,0.1408
GPS,Open Sky,55.31,49.21,15,2.422,1.5389,0.0667
GLONASS,Open Sky,28.1,42.87,16,3.187,3.6156,0.2467
Galileo,Open Sky,52.15,43.65,7,3.458,1.7467,0.2074
GLONASS,Urban Canyon,21.86,41.95,4,4.983,5.7355,0.3155
Galileo,Open Sky,60.2,38.98,13,1.64,0.4826,0.197
GPS,Urban Canyon,18.9,37.79,4,3.483,5.0898,0.5166
GPS,Open Sky,64.18,46.31,12,1.732,3.2952,0.0265
GPS,Urban Canyon,30.85,34.83,7,1.854,5.4263,0.9213
GPS,Urban Canyon,33.62,26.91,7,3.827,6.384,0.8177
GLONASS,Open Sky,59.45,46.59,12,2.032,0.7886,0.2186
Galileo,Urban Canyon,16.57,32.81,8,4.492,3.5997,0.4719
GPS,Open Sky,68.5,38.1,9,1.138,0.1,0.1969
GLONASS,Urban Canyon,28.21,26.7,7,2.434,5.6639,0.832
GLONASS,Urban Canyon,13.31,28.59,9,1.721,4.2998,0.5206
Galileo,Urban Canyon,19.62,38.05,6,4.851,4.4291,0.6252
BeiDou,Urban Canyon,21.7,29.65,4,4.954,4.8336,0.6705
Galileo,Open Sky,48.96,39.73,13,1.543,0.1,0.0705
BeiDou,Urban Canyon,8.08,37.97,9,2.194,5.2861,0.5245
GPS,Urban Canyon,37.84,37.27,6,4.141,4.4221,0.3907
GLONASS,Open Sky,32.98,41.21,13,2.387,3.3437,0.3069
BeiDou,Open Sky,19.83,36.06,12,1.316,2.9404,0.2583
BeiDou,Urban Canyon,17.06,32.34,10,5.59,5.1188,0.5936
Galileo,Urban Canyon,43.4,32.1,7,3.294,4.2057,0.4735
GLONASS,Open Sky,32.99,43.78,12,1.44,2.7834,0.0232
Galileo,Urban Canyon,13.08,33.68,7,3.975,3.2598,0.5971
GLONASS,Urban Canyon,19.89,38.88,5,2.333,4.797,0.4981
GLONASS,Open Sky,44.65,42.62,10,1.427,3.2499,0.3406
BeiDou,Open Sky,62.84,46.94,11,1.739,2.3675,0.2772
Galileo,Urban Canyon,33.83,47.11,4,5.054,4.1741,0.591
GPS,Urban Canyon,36.31,39.16,9,3.532,3.5269,0.7562
Galileo,Urban Canyon,15.36,29.62,7,3.639,2.3114,0.7111
GPS,Open Sky,34.15,45.21,11,1.04,2.728,0.2937
GPS,Urban Canyon,5.77,35.98,8,3.79,4.1867,0.568
GPS,Urban Canyon,31.89,39.03,7,4.856,5.602,0.5537
GLONASS,Urban Canyon,45.62,39.85,5,3.568,5.9199,0.419
GPS,Open Sky,36.35,42.47,11,1.611,1.5191,0.6605
GPS,Urban Canyon,24.18,40.09,9,3.059,3.8453,0.4201
GPS,Open Sky,29.39,43.37,11,2.736,2.5067,0.1414
BeiDou,Open Sky,61.99,44.05,10,1.856,0.3169,0.037
GLONASS,Urban Canyon,29.23,41.96,4,3.023,5.1326,0.6159
GPS,Urban Canyon,23.69,41.42,7,4.971,4.9005,0.8227
GPS,Open Sky,63.83,39.24,10,1.574,1.5566,0.0922
Galileo,Urban Canyon,38.26,38.04,7,2.303,5.7155,0.8109
GPS,Open Sky,34.11,36.74,15,1.565,0.3725,0.0177
Galileo,Open Sky,50.0,42.21,14,1.544,0.1,0.0617
Galileo,Open Sky,17.67,40.75,8,2.495,0.1,0.3463
BeiDou,Open Sky,48.07,41.89,8,2.245,1.2664,0.0413
GPS,Urban Canyon,21.74,39.98,9,1.525,3.9858,0.6008
GLONASS,Urban Canyon,15.21,37.14,6,3.08,5.8665,0.9249
GPS,Urban Canyon,24.03,31.24,12,2.019,5.759,0.8373
BeiDou,Open Sky,71.96,51.46,10,2.05,1.3579,0.1101
BeiDou,Open Sky,55.84,34.77,9,2.066,2.8109,0.2351
GLONASS,Open Sky,47.94,39.96,11,1.164,1.3642,0.0065
Galileo,Urban Canyon,38.57,37.64,6,2.764,3.7183,0.7514
GPS,Open Sky,62.92,38.5,13,2.151,0.8375,0.0346
BeiDou,Open Sky,40.2,41.36,8,2.178,1.5215,0.4134
GLONASS,Urban Canyon,39.98,39.21,10,6.558,5.5883,0.5834
GPS,Urban Canyon,42.64,38.2,7,2.867,2.2403,0.6366
Galileo,Open Sky,39.13,46.07,11,2.166,0.9996,0.0251
Galileo,Open Sky,36.92,37.55,12,1.551,0.1,0.0751
BeiDou,Urban Canyon,10.91,29.99,7,2.894,4.6544,0.7428
GLONASS,Open Sky,50.15,41.1,11,1.715,4.1793,0.1849
GLONASS,Open Sky,34.3,41.99,8,1.764,2.8573,0.099
GLONASS,Urban Canyon,29.5,37.44,7,2.46,5.28,0.776
GPS,Open Sky,52.55,41.94,10,1.718,0.1,0.1067
Galileo,Open Sky,5.0,38.17,11,1.813,2.8544,0.1591
GPS,Open Sky,15.28,39.88,10,2.526,1.7019,0.1538
GLONASS,Open Sky,46.4,47.0,11,1.298,0.7945,0.056
Galileo,Open Sky,58.03,49.04,13,2.67,1.3875,0.4579
Galileo,Open Sky,43.58,37.92,11,1.636,2.5128,0.3992
GPS,Urban Canyon,34.79,39.93,6,3.526,3.8465,0.585
GPS,Open Sky,46.69,43.88,12,1.151,0.7804,0.2273
Galileo,Urban Canyon,34.58,46.33,8,3.932,4.1979,0.6701
GPS,Urban Canyon,18.0,30.3,6,3.438,4.1706,0.4978
GPS,Open Sky,37.27,37.93,9,1.426,1.6967,0.1789
GLONASS,Open Sky,47.84,36.55,10,2.582,2.4292,0.2144
Galileo,Urban Canyon,25.05,29.79,6,2.911,3.7856,0.6688
Galileo,Urban Canyon,28.99,37.88,8,3.823,4.434,0.6145
Galileo,Urban Canyon,28.63,44.64,6,4.71,5.2213,0.4384
BeiDou,Open Sky,62.82,42.41,10,1.814,1.4995,0.2531
GPS,Open Sky,55.02,44.01,9,2.27,0.7256,0.047
GLONASS,Open Sky,51.76,47.47,16,2.845,3.2077,0.2299
BeiDou,Urban Canyon,18.76,30.8,8,4.597,5.8275,0.777
GLONASS,Urban Canyon,21.44,35.34,6,2.965,3.9626,0.7733
Galileo,Open Sky,51.08,36.87,14,1.22,1.0797,0.1745
GLONASS,Urban Canyon,36.45,34.81,8,6.197,6.0921,0.8188
Galileo,Open Sky,31.71,40.37,12,1.613,1.866,0.446
Galileo,Urban Canyon,35.67,29.97,11,3.972,2.4812,0.514
Galileo,Open Sky,39.76,42.22,9,1.248,0.1,0.192
GPS,Urban Canyon,29.55,28.73,5,2.782,3.3952,0.6201
GPS,Urban Canyon,52.06,40.97,4,3.71,4.4936,0.5447
Galileo,Urban Canyon,63.79,45.6,7,3.893,4.4205,0.7152
GPS,Open Sky,64.82,40.38,8,2.114,2.5601,0.2394
Galileo,Urban Canyon,32.66,39.91,7,2.738,3.1407,0.5718
Galileo,Urban Canyon,41.27,33.97,8,4.211,3.3938,0.8981
BeiDou,Open Sky,35.27,40.72,10,2.111,0.1,0.0606
GPS,Open Sky,65.29,40.06,10,2.096,0.1507,0.133
GLONASS,Urban Canyon,18.19,36.93,9,3.421,3.1272,0.6139
Galileo,Open Sky,53.28,41.8,11,1.306,0.8428,0.3649
GPS,Open Sky,46.84,46.88,12,1.653,0.9179,0.1862
GPS,Open Sky,43.97,41.82,11,1.254,1.211,0.0718
GPS,Open Sky,48.4,39.66,9,2.699,0.6287,0.141
GPS,Open Sky,15.99,44.33,9,1.499,0.9813,0.2587
GPS,Urban Canyon,27.79,35.44,8,6.275,4.2988,0.4185
Galileo,Open Sky,19.03,37.23,13,1.228,1.8475,0.217
Galileo,Urban Canyon,8.26,27.78,5,3.632,3.3482,0.615
GPS,Open Sky,65.81,38.04,11,1.302,2.4252,0.5312
GPS,Open Sky,33.74,40.58,10,1.915,0.1,0.021
GPS,Open Sky,57.82,41.41,12,1.879,1.0848,0.0433
Galileo,Urban Canyon,18.02,23.19,8,4.82,4.7427,0.756
GPS,Urban Canyon,29.9,29.75,7,2.997,4.4056,0.8036
Galileo,Open Sky,30.86,39.17,12,1.669,0.1,0.1207
GPS,Open Sky,5.0,39.62,9,1.0,1.6375,0.3055
GPS,Open Sky,44.45,45.26,11,1.573,1.4858,0.1293
BeiDou,Open Sky,29.01,41.42,11,2.068,2.5279,0.1542
GPS,Urban Canyon,24.28,29.28,7,6.004,5.6301,0.7339
GPS,Open Sky,52.64,38.83,12,2.877,1.0445,0.2538
GPS,Urban Canyon,35.65,32.66,5,2.513,4.4946,0.5906
BeiDou,Urban Canyon,20.92,39.88,10,5.594,4.6382,0.6486
GLONASS,Open Sky,43.39,49.39,12,1.024,1.4619,0.108
GLONASS,Urban Canyon,30.27,18.11,8,3.528,5.9008,0.6628
BeiDou,Open Sky,34.11,43.13,15,2.06,1.4657,0.1002
GPS,Urban Canyon,9.59,39.93,8,3.223,6.0091,0.4867
BeiDou,Open Sky,30.9,40.15,12,1.988,1.2048,0.4117
GPS,Urban Canyon,25.5,23.93,7,2.368,3.1613,0.6257
GLONASS,Open Sky,60.33,40.37,12,2.318,0.8413,0.2462
Galileo,Open Sky,40.92,40.88,8,1.342,1.519,0.1015
Galileo,Urban Canyon,27.64,33.33,7,3.405,4.5953,0.8978
BeiDou,Open Sky,50.54,39.71,13,1.913,0.4153,0.4426
GPS,Open Sky,26.93,41.71,11,1.925,1.4171,0.2118
BeiDou,Urban Canyon,19.55,46.81,4,6.564,6.1816,0.5865
Galileo,Open Sky,79.75,34.56,10,1.246,1.7413,0.2513
GLONASS,Urban Canyon,37.92,34.68,5,2.382,5.8392,0.5616
BeiDou,Urban Canyon,19.04,38.13,4,2.839,3.6964,0.7546
GPS,Urban Canyon,40.23,34.66,11,3.182,2.543,0.5444
BeiDou,Open Sky,13.58,42.29,8,2.232,1.8517,0.2153
Galileo,Open Sky,40.86,41.69,12,1.495,0.7728,0.08
GLONASS,Urban Canyon,32.31,35.07,10,2.906,5.0294,0.8217
GPS,Open Sky,34.13,38.03,11,1.968,1.9402,0.2477
Galileo,Open Sky,7.25,34.73,13,1.585,0.4854,0.0853
GLONASS,Open Sky,83.42,46.6,14,2.472,1.8592,0.0939
Galileo,Open Sky,51.58,39.92,8,1.0,0.488,0.0472
GPS,Urban Canyon,20.64,40.75,8,2.479,3.2953,0.1812
GPS,Urban Canyon,16.13,37.0,5,2.929,4.0388,0.8751
BeiDou,Urban Canyon,30.64,29.33,6,1.746,5.4475,0.6872
GPS,Urban Canyon,22.3,33.93,8,4.916,3.8091,0.5789
GLONASS,Open Sky,71.96,37.18,14,2.228,2.4752,0.2089
BeiDou,Open Sky,67.92,45.93,9,1.835,0.1,0.0809
GPS,Open Sky,35.51,33.31,10,1.546,3.4053,0.1957
GPS,Urban Canyon,7.13,40.1,8,2.529,4.1632,0.4943
GLONASS,Open Sky,29.87,48.37,9,3.862,3.3938,0.2291
GPS,Urban Canyon,31.48,40.34,6,5.283,6.3272,0.6967
Galileo,Open Sky,31.61,39.12,11,1.541,1.526,0.1947
GLONASS,Urban Canyon,22.62,26.77,9,3.15,5.4764,0.7869
Galileo,Urban Canyon,29.09,33.26,10,8.0,5.6761,0.514
Galileo,Urban Canyon,5.0,35.72,5,4.788,6.2719,0.8462
GLONASS,Open Sky,26.18,44.58,10,1.542,1.9954,0.291
Galileo,Urban Canyon,24.04,44.86,6,4.079,4.8585,0.8553
GPS,Open Sky,48.79,41.75,9,1.787,2.6653,0.1366
Galileo,Open Sky,60.8,43.92,8,2.121,0.1,0.158
BeiDou,Open Sky,75.55,43.7,7,2.791,3.673,0.2168
GLONASS,Open Sky,52.47,31.41,14,1.58,1.196,0.0039
Galileo,Urban Canyon,37.46,33.37,8,2.82,3.5397,0.2823
GPS,Open Sky,43.75,47.38,10,2.734,1.9397,0.2826
GPS,Open Sky,51.26,34.22,9,1.275,0.9288,0.3402
GPS,Urban Canyon,18.79,36.67,5,2.706,3.3009,0.8284
GPS,Urban Canyon,48.03,38.94,7,2.747,3.0408,0.5187
BeiDou,Urban Canyon,29.87,32.34,6,3.364,4.1912,0.6211
GPS,Urban Canyon,28.06,35.68,6,2.73,2.3988,0.2589
BeiDou,Open Sky,43.66,39.17,11,1.979,0.1,0.2092
GPS,Urban Canyon,22.25,30.87,4,2.195,4.0599,0.5827
GPS,Open Sky,26.82,45.56,13,1.303,1.5223,0.4058
Galileo,Open Sky,35.65,40.61,13,1.748,1.8182,0.1946
GPS,Open Sky,49.82,45.58,8,2.093,1.808,0.0803
GLONASS,Urban Canyon,44.38,38.5,5,3.557,6.211,0.605
BeiDou,Open Sky,40.81,41.32,8,1.069,2.5004,0.0295
BeiDou,Urban Canyon,16.93,39.47,10,3.503,4.5151,0.8615
GPS,Open Sky,49.18,37.6,14,1.171,1.9701,0.3897
GLONASS,Open Sky,61.9,40.37,9,2.02,2.7216,0.1387
GPS,Open Sky,43.73,42.32,13,1.168,0.9617,0.2063
BeiDou,Open Sky,36.55,40.12,10,1.981,3.288,0.3758
Galileo,Open Sky,61.75,42.21,7,1.594,1.7301,0.2234
GPS,Urban Canyon,39.18,41.68,7,3.156,4.1079,0.7506
GPS,Open Sky,69.47,45.02,9,3.184,0.1612,0.1526
GPS,Open Sky,46.49,32.98,13,2.49,2.0008,0.1751
GPS,Urban Canyon,12.2,44.39,8,4.022,6.525,0.4013
BeiDou,Open Sky,61.73,43.68,8,1.883,2.0979,0.0989
GLONASS,Open Sky,41.45,39.88,14,1.368,3.092,0.2536
BeiDou,Open Sky,59.67,43.97,12,2.757,1.603,0.3048
GPS,Open Sky,51.55,41.79,9,1.856,2.2415,0.0195
Galileo,Open Sky,49.19,50.89,10,2.216,1.021,0.2325
GPS,Urban Canyon,24.42,33.33,6,2.011,3.7576,0.6347
Galileo,Open Sky,39.45,40.9,9,2.054,3.1686,0.0112
GPS,Urban Canyon,13.67,31.86,11,4.843,4.3021,0.8578
GPS,Open Sky,47.2,49.87,15,1.436,0.1,0.14
Galileo,Urban Canyon,37.72,39.41,7,3.402,4.117,0.6988
GPS,Urban Canyon,23.39,27.14,9,3.189,5.1084,0.787
Galileo,Open Sky,22.01,46.15,10,1.445,0.1,0.2462
GLONASS,Open Sky,45.95,46.14,15,1.527,1.1284,0.0917
GPS,Open Sky,35.59,38.22,10,1.936,1.3855,0.1642
BeiDou,Urban Canyon,31.81,39.29,4,4.344,4.5519,0.3082
Galileo,Urban Canyon,28.95,34.98,9,3.828,3.8174,0.7572
BeiDou,Open Sky,29.86,41.37,10,2.004,2.8936,0.0884
GLONASS,Urban Canyon,30.16,40.6,8,2.313,4.6652,0.7227
GLONASS,Open Sky,34.95,42.19,12,2.05,1.5829,0.0827
GLONASS,Open Sky,64.64,43.06,10,2.172,0.8049,0.2246
BeiDou,Urban Canyon,19.03,37.31,4,2.615,3.8227,0.4964
GLONASS,Open Sky,52.58,34.96,10,1.991,2.6913,0.0297
GPS,Open Sky,39.8,38.66,10,1.491,2.8082,0.1201
GPS,Urban Canyon,31.8,33.28,6,3.791,4.9609,0.7369
GLONASS,Open Sky,33.73,42.45,10,1.504,1.5621,0.1666
GPS,Urban Canyon,41.92,38.13,5,6.654,5.9556,0.5182
GPS,Open Sky,50.1,41.08,9,1.934,1.1695,0.1724
GPS,Open Sky,62.1,49.46,13,1.558,1.0421,0.0955
Galileo,Open Sky,25.3,48.4,10,2.492,1.5025,0.3115
GPS,Urban Canyon,28.05,28.44,4,2.539,4.1121,0.5991
GLONASS,Open Sky,43.95,40.08,13,1.441,2.2334,0.0747
GLONASS,Open Sky,58.38,43.47,11,1.252,0.5761,0.0772
BeiDou,Urban Canyon,22.82,41.33,8,6.033,6.1174,0.7325
GPS,Urban Canyon,5.0,36.78,7,3.779,3.615,0.6302
Galileo,Urban Canyon,41.49,34.98,9,2.714,4.7426,0.7739
Galileo,Urban Canyon,30.9,41.58,9,3.409,4.9042,0.8178
Galileo,Open Sky,21.38,37.68,11,2.813,3.0279,0.0592
GLONASS,Urban Canyon,27.03,29.48,7,3.431,4.1983,0.637
GPS,Urban Canyon,27.02,39.2,6,2.738,4.7231,0.6574
BeiDou,Urban Canyon,22.11,34.12,9,5.062,5.9185,0.5106
GPS,Urban Canyon,39.55,33.48,9,2.225,3.8603,0.7615
